EN_Parent,EN_ID,EN_Level,EN_Card,EN_BT,EN_Desc,EN_DT,CII_Path,CII_Type,CII_Card,CII_Match,CII_Rules
BG-25,BT-126,2,1..1,Invoice line identifier,A unique identifier for the individual line within the Invoice.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:LineID,E,0..1,CAR-2,
BG-25,BT-127,2,0..1,Invoice line note,A textual note that gives unstructured information that is relevant to the Invoice line.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote/ram:Content,E,0..n,CAR-3,
BG-25,BT-128,2,0..1,Invoice line object identifier,"An identifier for an object on which the invoice line is based, given by the Seller.",I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:AdditionalReferencedDocument/ram:IssuerAssignedID,E,0..1,,"Use with TypeCode ""130"""
BG-25,BT-128,2,0..1,Invoice line object identifier,"An identifier for an object on which the invoice line is based, given by the Seller.",I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:AdditionalReferencedDocument/ram:TypeCode,E,0..1,,"TypeCode ""130"""
BG-25,BT-128-1,3,0..1,Invoice line object identifier identificati on  scheme identifier,The identification scheme identifier of the Invoice line object identifier.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:AdditionalReferencedDocument/ram:ReferenceTypeCode,E,0..1,,
BG-25,BT-129,2,1..1,Invoiced quantity,The quantity of items (goods or services) that is charged in the Invoice line.,Q,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity,E,0..1,CAR-2,
BG-25,BT-130,2,1..1,Invoiced quantity unit of measure,The unit of measure that applies to the invoiced quantity.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity/@unitCode,A,,CAR-2,
BG-25,BT-131,2,1..1,Invoice line net amount,The total amount of the Invoice line.,A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeSettlementLineMonetarySummation/ram:LineTotalAmount,E,0..n,"CAR-2, CAR-3",
BG-25,BT-132,2,0..1,Reference d purchase order line reference,"An identifier for a referenced line within a purchase order, issued by the Buyer.",0,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument/ram:LineID,E,0..1,,
BG-25,BT-133,2,0..1,Invoice line Buyer accounting reference,A textual value that specifies where to book the relevant data into the Buyer's financial accounts.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ReceivableSpecifiedTradeAccountingAccount/ram:ID,E,1..1,CAR-3,
BG-25,BG-26,2,0..1,INVOICE LINE PERIOD,A group of business terms providing information about the period relevant for the Invoice line.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod,E,0..1,,
BG-26,BT-134,3,0..1,Invoice line period start date,The date when the Invoice period for this Invoice line starts.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString,E,1..1,CAR-2,"@format = ""102"""
BG-26,BT-134,3,0..1,Invoice line period start date,The date when the Invoice period for this Invoice line starts.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineltem/ranrSpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString/@format,A,,,"Only value ""102"""
BG-26,BT-135,3,0..1,Invoice line period end date,The date when the Invoice period for this Invoice line ends.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSet±lement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString,E,1..1,,"@format =""102"""
BG-26,BT-135,3,0..1,Invoice line period end date,The date when the Invoice period for this Invoice line ends.,D,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString/@format,A,,,"Only value ""102"""
BG-25,BG-27,2,0..n,INVOICE LINE ALLOWANCES,A group of business terms providing information about allowances applicable to the individual Invoice line.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge,E,0..n,STR-4,Chargeln dicator = false
BG-27,BT-136,3,1..1,Invoice line allowance amount,"The amount of an allowance, without VAT.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ActualAmount,E,0..n,CAR-2,
BG-27,BT-137,3,0..1,Invoice line allowance base amount,"The base amount that may be used, in conjunction with the Invoice line allowance percentage, to calculate the Invoice line  allowance amount.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmount,E,0..1,,
BG-27,BT-138,3,0..1,Invoice line allowance percentag e,"The percentage that may be used, in conjunction with the Invoice line allowance base amount, to calculate the Invoice line  allowance amount.",P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAl]owanceCharge/ram:CalculationPercent,E,0..1,,
BG-27,BT-139,3,0..1,Invoice line allowance reason,"The reason for the Invoice line allowance, expressed as text.",T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:Reason,E,0..1,,
BG-27,BT-140,3,0..1,Invoice line allowance reason code,"The reason for the Invoice line allowance, expressed as a code.",C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ReasonCode,E,0..1,,
BG-25,BG-28,2,0..n,INVOICE LINE CHARGES,A group of business terms providing information about charges and taxes other than VAT applicable to the individual Invoice line.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge,E,0..n,STR-4,Chargeln dicator = true
BG-28,BT-141,3,1..1,Invoice line charge amount,"The amount of a charge, without VAT.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ActualAmount,E,0..n,CAR-2,
BG-28,BT-142,3,0..1,Invoice line charge base amount,"The base amount that may be used, in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge  amount.",A,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IndudedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmount,E,0..1,,
BG-28,BT-143,3,0..1,Invoice line charge percentag e,"The percentage that may be used, in conjunction with the Invoice line charge base amount, to calculate the Invoice line charge  amount.",P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CalculationPercent,E,0..1,,
BG-28,BT-144,3,0..1,Invoice line charge reason,"The reason for the Invoice line charge, expressed as text.",T,/rsm:CrosslndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:Reason,E,0..1,,
BG-28,BT-145,3,0..1,Invoice line charge reason code,"The reason for the Invoice line charge, expressed as a code.",C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ReasonCode,E,0..1,,
BG-25,BG-29,2,1..1,PRICE DETAILS,A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement,E,0..1,STR-3,
BG-29,BT-146,3,1..1,Item price,"The price of an item, exclusive of VAT, after subtracting item price discount.",U,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:ChargeAmount,E,l..n,CAR-3,
BG-29,BT-147,3,0..1,Item price discount,The total discount subtracted from the Item gross price to calculate the Item net price.,U,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge/ram:ActualAmount,E,0..n,CAR-3,
BG-29,BT-148,3,0..1,Item gross price,"The unit price, exclusive of VAT, before subtracting Item price discount.",U,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:ChargeAmount,E,l..n,CAR-3,
BG-29,BT-149,3,0..1,Item price base quantity,The number of item units to which the price applies.,Q,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:BasisQuantity,E,0..1,STR-3,
BG-29,BT-149,3,0..1,Item price base quantity,The number of item units to which the price applies.,Q,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineltem/ramrSpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:BasisQuantity,E,0..1,STR-3,
BG-29,BT-150,3,0..1,Item price base quantity unit of measure code,The unit of measure that applies to the Item price base quantity.,C,/rsm:CrossIndustryInvoice/rsm:Supp]yChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:BasisQuantity/@unitCode,A,,,
BG-25,BG-30   ,2,1..1,LINE VAT INFORMATION,A group of business terms providing information about the VAT applicable for the goods and services invoiced on the Invoice line.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ApplicableTradeTax,E,0..n,CAR-3,
BG-30   ,BT-151,3,1..1,Invoiced item VAT category code,The VAT category code for the invoiced item.,C,/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ApplicableTradeTax/ram:TypeCode,E,0..1,,"Fixed value ""VAT"""
BG-30   ,BT-151,3,1..1,Invoiced item VAT category code,The VAT category code for the invoiced item.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement/ram:ApplicableTradeTax/ram:CategoryCode,E,0..1,CAR-2,
BG-30   ,BT-152,3,0..1,Invoiced item VAT rate,The VAT represented percentage applies to invoiced item.,P,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineltem/ramiSpecifiedLineTradeSettlement/ram:ApplicableTradeTax/ram:RateApplicablePercent,E,0..1,,
BG-25,BG-31,2,1..1,ITEM INFORMATION,A group of business terms providing information about the goods and services invoiced.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct,E,0..1,CAR-2,
BG-31,BT-153,3,1..1,Item name,A name for an item.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Name,E,0..n,"CAR-2, CAR-3",
BG-31,BT-154,3,0..1,Item descriptio n,A description for an item.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Description,E,0..1,CAR-3,
BG-31,BT-155,3,0..1,Item Seller's identifier,"An identifier, assigned by the Seller, for the item.",,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:SellerAssignedID,E,0..1,,
BG-31,BT-156,3,0..1,Item Buyer's identifier,"An identifier, assigned by the Buyer, for the item.",I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:BuyerAssignedID,E,0..1,,
BG-31,BT-157,3,0..1,Item standard identifier,An item identifier based on a registered scheme.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID,E,0..1,,
BT-157,BT-157-1,4,1..1,Item standard identifier identificati on scheme  identifier,The identification scheme identifier of the Item standard identifier,S,/rsm:CrossIndustryInvoice/rsm:Supp]yChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID/@schemeID,A,,,
BG-31,BT-158,3,0..n,Item classificati on identifier,A code for classifying the item by its type or nature.,I,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode,E,0..1,,
BT-158,BT-158-1,4,1..1,Item classificati on identifier identificati on  scheme identifier,The identification scheme identifier of the Item classification identifier,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listID,A,,CAR-2,
BT-158,BT-158-2,4,0..1,Scheme version identifer,The version of the identification scheme.,S,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listVersionID,A,,,
BG-31,BT-159,3,0..1,Item country of origin,The code identifying the country from which the item originates.,C,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:OriginTradeCountry/ram:ID,E,0..1,,
BG-31,BG-32,3,0..n,ITEM ATTRIBUTES,A group of business terms providing information about properties of the goods and services invoiced.,,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic,E,0..n,,
BG-32,BT-160,4,1..1,Item attribute name,The name of the attribute or property of the item.,T,/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Description,E,0..n,"CAR-2, CAR-3",
BG-32,BT-161,4,1..1,Item attribute value,The value of attribute property of item.,T,/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Value,E,0..n,"SYN-2, CAR-2, CAR-3",
