level	ref	datatype	occurrence	XPath
78750	5	cbc:StartTime	Time	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:StartTime
78760	5	cbc:EndDate	Date	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:EndDate
78770	5	cbc:EndTime	Time	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:EndTime
78780	5	cbc:DurationMeasure	Measure	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:DurationMeasure
78790	5	cbc:DescriptionCode	Code	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:DescriptionCode
78800	5	cbc:Description	Text	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:ValidityPeriod/cbc:Description
78810	4	cac:Address	AddressType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address
78820	5	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:ID
78830	5	cbc:AddressTypeCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:AddressTypeCode
78840	5	cbc:AddressFormatCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:AddressFormatCode
78850	5	cbc:Postbox	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:Postbox
78860	5	cbc:Floor	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:Floor
78870	5	cbc:Room	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:Room
78880	5	cbc:StreetName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:StreetName
78890	5	cbc:AdditionalStreetName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:AdditionalStreetName
78900	5	cbc:BlockName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:BlockName
78910	5	cbc:BuildingName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:BuildingName
78920	5	cbc:BuildingNumber	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:BuildingNumber
78930	5	cbc:InhouseMail	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:InhouseMail
78940	5	cbc:Department	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:Department
78950	5	cbc:MarkAttention	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:MarkAttention
78960	5	cbc:MarkCare	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:MarkCare
78970	5	cbc:PlotIdentification	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:PlotIdentification
78980	5	cbc:CitySubdivisionName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:CitySubdivisionName
78990	5	cbc:CityName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:CityName
79000	5	cbc:PostalZone	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:PostalZone
79010	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:CountrySubentity
79020	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:CountrySubentityCode
79030	5	cbc:Region	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:Region
79040	5	cbc:District	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:District
79050	5	cbc:TimezoneOffset	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cbc:TimezoneOffset
79060	5	cac:AddressLine	AddressLineType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cac:AddressLine
79070	5	cac:Country	CountryType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cac:Country
79080	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:Address/cac:LocationCoordinate
79090	4	cac:SubsidiaryLocation	LocationType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:SubsidiaryLocation
79100	4	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate
79110	5	cbc:CoordinateSystemCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:CoordinateSystemCode
79120	5	cbc:LatitudeDegreesMeasure	Measure	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LatitudeDegreesMeasure
79130	5	cbc:LatitudeMinutesMeasure	Measure	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LatitudeMinutesMeasure
79140	5	cbc:LatitudeDirectionCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LatitudeDirectionCode
79150	5	cbc:LongitudeDegreesMeasure	Measure	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LongitudeDegreesMeasure
79160	5	cbc:LongitudeMinutesMeasure	Measure	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LongitudeMinutesMeasure
79170	5	cbc:LongitudeDirectionCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:LongitudeDirectionCode
79180	5	cbc:AltitudeMeasure	Measure	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PhysicalLocation/cac:LocationCoordinate/cbc:AltitudeMeasure
79190	3	cac:PartyTaxScheme	PartyTaxSchemeType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme
79200	4	cbc:RegistrationName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cbc:RegistrationName
79210	4	cbc:CompanyID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cbc:CompanyID
79220	4	cbc:TaxLevelCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cbc:TaxLevelCode
79230	4	cbc:ExemptionReasonCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cbc:ExemptionReasonCode
79240	4	cbc:ExemptionReason	Text	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cbc:ExemptionReason
79250	4	cac:RegistrationAddress	AddressType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress
79260	5	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:ID
79270	5	cbc:AddressTypeCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:AddressTypeCode
79280	5	cbc:AddressFormatCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:AddressFormatCode
79290	5	cbc:Postbox	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Postbox
79300	5	cbc:Floor	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Floor
79310	5	cbc:Room	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Room
79320	5	cbc:StreetName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:StreetName
79330	5	cbc:AdditionalStreetName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:AdditionalStreetName
79340	5	cbc:BlockName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:BlockName
79350	5	cbc:BuildingName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:BuildingName
79360	5	cbc:BuildingNumber	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:BuildingNumber
79370	5	cbc:InhouseMail	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:InhouseMail
79380	5	cbc:Department	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Department
79390	5	cbc:MarkAttention	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:MarkAttention
79400	5	cbc:MarkCare	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:MarkCare
79410	5	cbc:PlotIdentification	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:PlotIdentification
79420	5	cbc:CitySubdivisionName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:CitySubdivisionName
79430	5	cbc:CityName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:CityName
79440	5	cbc:PostalZone	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:PostalZone
79450	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:CountrySubentity
79460	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:CountrySubentityCode
79470	5	cbc:Region	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:Region
79480	5	cbc:District	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:District
79490	5	cbc:TimezoneOffset	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cbc:TimezoneOffset
79500	5	cac:AddressLine	AddressLineType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cac:AddressLine
79510	5	cac:Country	CountryType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cac:Country
79520	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:RegistrationAddress/cac:LocationCoordinate
79530	4	cac:TaxScheme	TaxSchemeType	1..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:TaxScheme
79540	5	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID
79550	5	cbc:Name	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:Name
79560	5	cbc:TaxTypeCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:TaxTypeCode
79570	5	cbc:CurrencyCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:CurrencyCode
79580	5	cac:JurisdictionRegionAddress	AddressType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyTaxScheme/cac:TaxScheme/cac:JurisdictionRegionAddress
79590	3	cac:PartyLegalEntity	PartyLegalEntityType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity
79600	4	cbc:RegistrationName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:RegistrationName
79610	4	cbc:CompanyID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:CompanyID
79620	4	cbc:RegistrationDate	Date	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:RegistrationDate
79630	4	cbc:RegistrationExpirationDate	Date	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:RegistrationExpirationDate
79640	4	cbc:CompanyLegalFormCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:CompanyLegalFormCode
79650	4	cbc:CompanyLegalForm	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:CompanyLegalForm
79660	4	cbc:SoleProprietorshipIndicator	Indicator	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:SoleProprietorshipIndicator
79670	4	cbc:CompanyLiquidationStatusCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:CompanyLiquidationStatusCode
79680	4	cbc:CorporateStockAmount	Amount	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:CorporateStockAmount
79690	4	cbc:FullyPaidSharesIndicator	Indicator	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cbc:FullyPaidSharesIndicator
79700	4	cac:RegistrationAddress	AddressType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress
79710	5	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:ID
79720	5	cbc:AddressTypeCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:AddressTypeCode
79730	5	cbc:AddressFormatCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:AddressFormatCode
79740	5	cbc:Postbox	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:Postbox
79750	5	cbc:Floor	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:Floor
79760	5	cbc:Room	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:Room
79770	5	cbc:StreetName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:StreetName
79780	5	cbc:AdditionalStreetName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:AdditionalStreetName
79790	5	cbc:BlockName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:BlockName
79800	5	cbc:BuildingName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:BuildingName
79810	5	cbc:BuildingNumber	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:BuildingNumber
79820	5	cbc:InhouseMail	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:InhouseMail
79830	5	cbc:Department	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:Department
79840	5	cbc:MarkAttention	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:MarkAttention
79850	5	cbc:MarkCare	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:MarkCare
79860	5	cbc:PlotIdentification	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:PlotIdentification
79870	5	cbc:CitySubdivisionName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:CitySubdivisionName
79880	5	cbc:CityName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:CityName
79890	5	cbc:PostalZone	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:PostalZone
79900	5	cbc:CountrySubentity	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:CountrySubentity
79910	5	cbc:CountrySubentityCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:CountrySubentityCode
79920	5	cbc:Region	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:Region
79930	5	cbc:District	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:District
79940	5	cbc:TimezoneOffset	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cbc:TimezoneOffset
79950	5	cac:AddressLine	AddressLineType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cac:AddressLine
79960	5	cac:Country	CountryType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cac:Country
79970	5	cac:LocationCoordinate	LocationCoordinateType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:RegistrationAddress/cac:LocationCoordinate
79980	4	cac:CorporateRegistrationScheme	CorporateRegistrationSchemeType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme
79990	5	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cbc:ID
80000	5	cbc:Name	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cbc:Name
80010	5	cbc:CorporateRegistrationTypeCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cbc:CorporateRegistrationTypeCode
80020	5	cac:JurisdictionRegionAddress	AddressType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme/cac:JurisdictionRegionAddress
80030	4	cac:ShareholderParty	ShareholderPartyType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:ShareholderParty
80040	5	cbc:PartecipationPercent	Percent	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:PartyLegalEntity/cac:ShareholderParty/cbc:PartecipationPercent
80050	3	cac:Contact	ContactType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact
80060	4	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cbc:ID
80070	4	cbc:Name	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cbc:Name
80080	4	cbc:Telephone	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cbc:Telephone
80090	4	cbc:Telefax	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cbc:Telefax
80100	4	cbc:ElectronicMail	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cbc:ElectronicMail
80110	4	cbc:Note	Text	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cbc:Note
80120	4	cac:OtherCommunication	CommunicationType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cac:OtherCommunication
80130	5	cbc:ChannelCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cac:OtherCommunication/cbc:ChannelCode
80140	5	cbc:Channel	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cac:OtherCommunication/cbc:Channel
80150	5	cbc:Value	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Contact/cac:OtherCommunication/cbc:Value
80160	3	cac:Person	PersonType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person
80170	4	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:ID
80180	4	cbc:FirstName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:FirstName
80190	4	cbc:FamilyName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:FamilyName
80200	4	cbc:Title	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:Title
80210	4	cbc:MiddleName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:MiddleName
80220	4	cbc:OtherName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:OtherName
80230	4	cbc:NameSuffix	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:NameSuffix
80240	4	cbc:JobTitle	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:JobTitle
80250	4	cbc:NationalityID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:NationalityID
80260	4	cbc:GenderCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:GenderCode
80270	4	cbc:BirthDate	Date	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:BirthDate
80280	4	cbc:BirthplaceName	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:BirthplaceName
80290	4	cbc:OrganizationDepartment	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cbc:OrganizationDepartment
80300	4	cac:Contact	ContactType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact
80310	5	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact/cbc:ID
80320	5	cbc:Name	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact/cbc:Name
80330	5	cbc:Telephone	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact/cbc:Telephone
80340	5	cbc:Telefax	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact/cbc:Telefax
80350	5	cbc:ElectronicMail	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact/cbc:ElectronicMail
80360	5	cbc:Note	Text	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact/cbc:Note
80370	5	cac:OtherCommunication	CommunicationType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:Contact/cac:OtherCommunication
80380	4	cac:FinancialAccount	FinancialAccountType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount
80390	5	cbc:ID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cbc:ID
80400	5	cbc:Name	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cbc:Name
80410	5	cbc:AliasName	Name	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cbc:AliasName
80420	5	cbc:AccountTypeCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cbc:AccountTypeCode
80430	5	cbc:AccountFormatCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cbc:AccountFormatCode
80440	5	cbc:CurrencyCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cbc:CurrencyCode
80450	5	cbc:PaymentNote	Text	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cbc:PaymentNote
80460	5	cac:FinancialInstitutionBranch	BranchType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cac:FinancialInstitutionBranch
80470	5	cac:Country	CountryType	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:FinancialAccount/cac:Country
80480	4	cac:IdentityDocumentReference	DocumentReferenceType	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference
80490	5	cbc:ID	Identifier	1..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:ID
80500	5	cbc:CopyIndicator	Indicator	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:CopyIndicator
80510	5	cbc:UUID	Identifier	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:UUID
80520	5	cbc:IssueDate	Date	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:IssueDate
80530	5	cbc:IssueTime	Time	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:IssueTime
80540	5	cbc:DocumentTypeCode	Code	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:DocumentTypeCode
80550	5	cbc:DocumentType	Text	0..1	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:DocumentType
80560	5	cbc:XPath	Text	0..n	/Invoice/cac:Delivery/cac:CarrierParty/cac:Person/cac:IdentityDocumentReference/cbc:XPath
