ITCA_Path	level	ITCA_Card	EN_ID	EN_Level	EN_Card	EN_BT	EN_Desc	EN_DT			name	CCL_ID	共通EDI必須	インボイス必須	自動突合対応
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CalculationPercent	5	0..1	BT-101	2	0..1	Document level charge  percentage	The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level charge amount.	P	215	？					
/rsm:CrossIndustrylnvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmount	5	0..1	BT-93	2	0..1	Document level allowance base amount	The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount.	A	216	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/rarn:SpecifiedTradeAllowanceCharge/ram:BasisAmount	5	0..1	BT-100	2	0..1	Document level charge base amount	The base amount that may be used, in conjunction with the document level charge percentage, to calculate the document level charge amount.	A	217	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ActualAmount	5	0..n	BT-92	2	1..1	Document level allowance amount	The amount of an allowance, without VAT.	A	218	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:AppIicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ActualAmount	5	0..n	BT-99	2	1..1	Document level charge amount	The amount of a charge, without VAT.	A	219	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ReasonCode	5	0..1	BT-98	2	0..1	Document level allowance reason code Document level allowance reason code	The reason for the document level allowance, expressed as a code. The reason for the document level allowance, expressed as a code.	C	220	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ReasonCode	5	0..1	BT-105	2	0..1	Document level charge reason code	The reason for the document level charge, expressed as a code.	C	221	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeadeiTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:Reason	5	0..1	BT-97	2	0..1	Document level allowance reason	The reason for the document level allowance, expressed as text.	T	222	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:Reason	5	0..1	BT-104	2	0..1	Document level charge reason	The reason for the document level charge, expressed as text.	T	223	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax	5	0..n							224	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:TypeCode	6	0..1	BT-95	2	1..1	Document level allowance VAT category code	A coded identification of what VAT category applies to the document level allowance.	C	225	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:TypeCode	6	0..1	BT-102	2	1..1	Document level charge VAT category code	A coded identification of what VAT category applies to the document level charge.	C	226	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:CategoryCode	6	0..1	BT-95	2	1..1	Document level allowance VAT category code	A coded identification of what VAT category applies to the document level allowance.	C	227	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:CategoryCode	6	0..1	BT-102	2	1..1	Document level charge VAT category code	A coded identification of what VAT category applies to the document level charge.	C	228	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:RateApplicablePercent	6	0..1	BT-96	2	0..1	Document level allowance VAT rate	The VAT rate, represented as percentage that applies to the document level allowance.	P	229	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:RateApplicablePercent	6	0..1	BT-103	2	0..1	Document level charge VAT rate	The VAT represented percentage applies to the document level charge.	P	230	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SperifIedTradePaymentTerms	4	0..1							231	154	支払条件クラス	UN01005929			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:Description	5	0..1	BT-20	1	0..1	Payment terms	A textual description of the payment terms that apply to the amount due for payment (Including description of possible penalties).   	T	232	156	支払条件説明	UN01005783			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DueDateDateTime	5	0..1							233	157	支払期日	UN01005784			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DueDateDateTime/udt:DateTimeString	6		BT-9	1	0..1	Payment due date	The date when the payment is due.	D	234	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DueDateDateTime/udt:DateTimeString/@format	7		BT-9	1	0..1	Payment due date	The date when the payment is due.	D	235	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DirectDebitMandateID	5		BT-89	3	0..1	Mandate reference identifier	Unique identifier assigned by the Payee for referencing the direct debit mandate.	I	236	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation	4	0..1	BG-22	1	1..1	DOCUMENT TOTALS	A group of business terms providing the monetary totals for the Invoice.		237	159	請求書合計金額クラス	UN01005930			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:LineTotalAmount	5	0..1	BT-106	2	1..1	Sum of Invoice line net amount	Sum of all Invoice line net amounts in the Invoice.	A	238	164	請求書合計金額(税抜き)	UN01008451			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:ChargeTotalAmount	5	0..1	BT-108	2	0..1	Sum of charges on document level	Sum of all charges on document level in the Invoice.	A	239	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:AllowanceTotalAmount	5	0..1	BT-107	2	0..1	Sum of allowance s on document level	Sum of allowances document level the Invoice.	A	240	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram Allowance Chargel:TotalAmount	5	0..1							241	163	調整合計金額	UN01005952			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxBasisTotalAmount	5	0..1	BT-109	2	1..1	Invoice total amount without VAT	The total amount of the Invoice without VAT.	A	242	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramrSpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount	5	0..1	BT-110	2	0..1	Invoice total VAT amount	The total VAT amount for the Invoice.	A	243	161	請求書合計税額	UN01005946	〇		
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount	5	0..n	BT-111	2	0..1	Invoice total VAT amount in accounting  currency	The VAT total amount expressed in the accounting currency accepted or required in the country of the Seller.	A	244	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount/@currencyID	6								245	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount/@currencyID	6								246	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramrSpecifiedTradeSettlementHeaderMonetarySummation/ram: Including Taxes_ Line TotalAmount	5								247	165	請求書合計金額(税込み)	UN01013091			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:RoundingAmount	5	0..1	BT-114	2	0..1	Rounding amount	The amount to be added to the invoice total to round the amount to be paid.	A	248	×					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:GrandTotalAmount	5	0..1	BT-112	2	1..1	Invoice total amount with VAT	The total amount of the Invoice with VAT.	A	249	162	請求書総合計金額	UN01005948	〇		
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TotalPrepaidAmount	5	0..1	BT-113	2	0..1	Paid amount	The sum of amounts which have been paid in advance.	A	250	×					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:DuePayableAmount	5	0..1	BT-115	2	1..1	Amount due for payment	The outstanding amount that is requested to be paid.	A	251	×					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:Last BilledAmount	5	0..1							252	166	前回請求金額	JPS2000162			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:Last PaymentAmount	5	0..1							253	167	前回入金額	JPS2000163			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument	4	0..1	BG-3	1	0..n	PRECEDING INVOICE REFERENCE	A group of business terms providing information on one or more preceding Invoices.		254	↓？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:IssuerAssignedID	5	0..1	BT-25	2	1..1	Preceding Invoice number	The identification of an Invoice that was previously sent by the Seller.	0	255	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime	5	0..1							256	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString	6	1..1	BT-26	2	0..1	Preceding Invoice issue date	The date when the Preceding Invoice was issued.	D	257	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString/@format	7		BT-26	2	0..1	Preceding Invoice issue date	The date when the Preceding Invoice was issued.	D	258	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettIement/ram:ReceivableSpecifiedTradeAccountingAccount	4	0..n							259	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ReceivableSpecifiedTradeAccountingAccount/ram:ID	5	1..1	BT-19	1	0..1	Buyer accounting reference	A textual value that specifies where to book the relevant data into the Buyer's financial accounts.	T	260	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineltem	3	1..n	BG-25	1	l..n	INVOICE LINE	A group of business terms providing information on individual Invoice lines.		261	172	明細請求書クラス	UN01005940			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument	4	1..1							262	174	明細請求書文書クラス	UN01005989			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:LineID	5	1..1	BT-126	2	1..1	Invoice line identifier	A unique identifier for the individual line within the Invoice.	I	263	176	明細請求書番号	UN01005954	〇		□
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:CategoryCode	5	1..1							264	177	明細請求書文書類型コード	JPS2000148			□
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote	5	0..n							265	178	明細請求書注釈クラス	UN01005957			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:AssociatedDocumentLineDocument/ram:IncludedNote/ram:Content	6	0..n	BT-127	2	0..1	Invoice line note	A textual note that gives unstructured information that is relevant to the Invoice line.	T	266	181	明細請求書注釈内容	UN01005560			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct	4	0..1	BG-31	2	1..1	ITEM INFORMATION	A group of business terms providing information about the goods and services invoiced.		267	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID	5	0..1	BT-157	3	0..1	Item standard identifier	An item identifier based on a registered scheme.	I	268	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:GlobalID/@schemeID	6		BT-157-1	4	1..1	Item standard identifier identification scheme  identifier	The identification scheme identifier of the Item standard identifier   	S	269	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:SellerAssignedID	5	0..1	BT-155	3	0..1	Item Seller's identifier	An identifier, assigned by the Seller, for the item.	I	270	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:BuyerAssignedID	5	0..1	BT-156	3	0..1	Item Buyer's identifier	An identifier, assigned by the Buyer, for the item.	I	271	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Name	5	0..n	BT-153	3	1..1	Item name	A name for an item.	T	272	↓					
/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Description	5	0..1	BT-154	3	0..1	Item description	A description for an item.	T	273	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic	5	0..n	BG-32	3	0..n	ITEM ATTRIBUTES	A group of business terms providing information about properties of the goods and services invoiced.		274	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:ApplicableProductCharacteristic/ram:Description	6	0..n	BT-160	4	1..1	Item attribute name	The name of the attribute or property of the item.	T	275	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:Applicab]eProductCharacteristic/ram:Value	6	0..n	BT-161	4	1..1	Item attribute value	The value of the attribute or property of the item.	T	276	？					
/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification	5	0..n							277	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode	6	0..1	BT-158	3	0..n	Item classificati on identifier	A code for classifying the item by its type or nature.	I	278	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listID	7		BT-158-1	4	1..1	Item classificati on identifier identification  scheme identifier	The identification scheme identifier of the Item classification identifier	S	279	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:DesignatedProductClassification/ram:ClassCode/@listVersionID	7		BT-158-2		0..1	Scheme version identifer	The version of identification scheme.	S	280	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedTradeProduct/ram:OriginTradeCountry	5	0..1							281	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SperifiedTradeProduct/ram:OriginTradeCountry/ram:ID	6	0..1	BT-159	3	0..1	Item country of origin	The code identifying the country from which the item originates.	C	282	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement	4	0..1	BG-29	2	1..1	PRICE DETAILS	A group of business terms providing information about the price applied for the goods and services invoiced on the Invoice line.		283	183	明細請求書契約クラス	UN01005990			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:SellerOrderReferencedDocument	5	0..1							284	185	（参照）受注書クラス	UN01005960			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:SellerOrderReferencedDocument/ram:ID	6	0..1							285	187	（参照）受注書番号	UN01005580			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:SellerOrderReferencedDocument/ram:RevisionID	6	0..1							286	189	（参照）受注書履歴番号	UN01005588			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument	5	0..1							287	191	（参照）注文書クラス	UN01005961			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument/ram:LineID	6	0..1	BT-132	2	0..1	Reference d purchase order line reference	An identifier for a referenced line within a purchase order, issued by the Buyer.	0	288	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument/ram:ID	6	0..1							289	193	（参照）注文書番号	UN01005580			■
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:BuyerOrderReferencedDocument/ram:RevisionID	6	0..1							290	195	（参照）注文書履歴番号	UN01005588			■
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice	5	0..1							291	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:ChargeAmount	6	l..n	BT-148	3	0..1	Item gross price	The unit price, exclusive of VAT, before subtracting Item price discount.	U	292	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:BasisQuantity	6	0..1	BT-149	3	0..1	Item price base quantity	The number of item units to which the price applies.	Q	293	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:BasisQuantity/@unitCode	7		BT-150	3	0..1	Item price base quantity unit of measure code	The unit of measure that applies to the Item price base quantity.	C	294	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge	6	0..n							295	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge/ram:ChargeIndicator	7	0..1							296	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge/ram:ChargeIndicator/udt:Indicator	8	1..1							297	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge/ram:ActualAmount	7	0..n	BT-147	3	0..1	Item price discount	The total discount subtracted from the Item gross price to calculate the Item net price.	U	298	？					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice	5	0..1							299	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:ChargeAmount	6	l..n	BT-146	3	1..1	Item net price	The price of an item, exclusive of VAT, after subtracting item price discount.	U	300	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:BasisQuantity	6	0..1	BT-149	3	0..1	Item price base quantity	The number of item units to which the price applies.	Q	301	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:BasisQuantity/@unitCode	7								302	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:ContractReferencedDocument	5	0..1							303	197	（参照）契約文書クラス	UN01005963			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:ContractReferencedDocument/ram:ID	6	0..1							304	199	（参照）契約文書番号	UN01005580			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeAgreement/ram:ContractReferencedDocument/ram:RevisionID	6	0..1							305	201	（参照）契約文書履歴番号	UN01005588			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery	4	0..1							306	204	明細請求書配送クラス	UN01005991			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty	5	0..1							307	206	納入先クラス	UN01005980			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:ID	6	0..1							308	208	納入先コード	UN01005757			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:GlobalID	6	0..1							309	209	納入先国際企業コード	UN01005758			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:Name	6	0..1							310	210	納入先名称	UN01005759			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ramDespachAdviceReferenceDocument	5	0..1							311	211	（参照）出荷案内書クラス	UN01006039			
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ramDespachAdviceReferenceDocument/ram:ID	6	0..1							312	213	（参照）出荷案内書番号	UN01005580			■
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ramDespachAdviceReferenceDocument/ram:CategoryCode	6	0..1							313	216	（参照）出荷案内書類型コード	UN01013318			■
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity	5	0..1	BT-129	2	1..1	Invoiced quantity	The quantity of items (goods or services) that is charged in the Invoice line.	Q	314	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity/@unitCode	6		BT-130	2	1..1	Invoiced quantity unit of measure	The unit of measure that applies to the invoiced quantity.	C	315	↓					
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:IncludedSupplyChainTradeLineItem/ram:SpecifiedLineTradeSettlement	4	1..1							316	217	明細請求書決済クラス	UN01005992			
