SemSort	BT_ID	PINT_ID	Level	BusinessTerm	ビジネス用語名	Definition	説明	Explanation	追加説明	Example	Card	DataType	Section	Extension	SynSort	XPath	Attributes	Rules	DataType	Cardinality	Alignment
2224	IBT-181	ibt-181	2	The date when the paid amount is debited to the invoice.	支払済金額が請求書に差引記載される日	The date when the prepaid amount was received by the seller.	前払金額を売り手が受領した日。	The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. 	日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。		0..1	Date	Aligned	Added	2723	/Invoice/cac:PrepaidPayment/cbc:ReceivedDate			DateType	0..1	
2225	IBT-182	ibt-182	2	Payment type	支払タイプ	The type of the the payment.	支払いのタイプ。				0..1	Code	Aligned	Added	2724	/Invoice/cac:PrepaidPayment/cbc:InstructionID			IdentifierType	0..1	
2230	IBG-20	ibg-20	1	DOCUMENT LEVEL ALLOWANCES	ドキュメントレベルの返還請求	A group of business terms providing information about allowances applicable to the Invoice as a whole.	ドキュメントレベルの返還請求に関する情報。				0..n	Group			2730	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]		"ibr-31	ibr-33	ibr-co-21	jp-s-01	jp-s-03	jp-s-06"	AllowanceChargeType	0..n	
2240	IBT-92	ibt-092	2	Document level allowance amount	ドキュメントレベルの返還請求金額(税抜き)	"The amount of an allowance	 without TAX."	返還請求金額(税抜き)。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		1..1	Amount	Shared		2780	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount		"ibr-31	ibc-cl-03	ibr-co-11	jp-s-08"	AmountType	1..1	
2250	IBT-93	ibt-093	2	Document level allowance base amount	ドキュメントレベルの返還請求金額の基準となる金額	"The base amount that may be used	 in conjunction with the document level allowance percentage	 to calculate the document level allowance amount."	ドキュメントレベルの返還請求の率を乗じてドキュメントレベルの返還請求金額を算出する際に使用される基準金額。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Shared		2790	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			AmountType	0..1	
2260	IBT-94	ibt-094	2	Document level allowance percentage	ドキュメントレベルの返還請求の率	"The percentage that may be used	 in conjunction with the document level allowance base amount	 to calculate the document level allowance amount."	ドキュメントレベルの返還請求基準金額に乗じて、ドキュメントレベルの返還請求金額を算出する際に使用されるパーセント。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。		0..1	Percent	Shared		2770	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric			NumericType	0..1	
2270	IBT-95	ibt-095	2	Document level allowance TAX category code	ドキュメントレベルの返還請求の課税分類コード	A coded identification of what TAX category applies to the document level allowance.	ドキュメントレベルの返還請求に適用される課税分類コード。	"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. The operation in Japan is as follows.\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"	"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"		1..1	Code	Aligned		2810	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID	 with cac:TaxScheme/c bc:ID = “VAT”	"jp-cl-03	jp-s-01	jp-s-03	jp-s-06	jp-s-08"	IdentifierType	0..1	CAR-2
2280	IBT-96	ibt-096	2	Document level allowance TAX rate	ドキュメントレベルの返還請求の税率	"The TAX rate	 represented as percentage that applies to the document level allowance."	ドキュメントレベルの返還請求に適用される消費税率(パーセント)。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。		0..1	Percent	Aligned		2820	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent		"jp-s-06	jp-s-08"	PercentType	0..1	
2286	IBT-96	ibt-096-1	3	Tax Scheme	税スキーマ	A code indicating the type of tax	税の種類を示すコード。	"""VAT"" is used for Japan Consumption Tax."	日本の消費税については、VAT を使用する。		0..1	Scheme			2840	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID			IdentifierType	0..1	
2290	IBT-97	ibt-097	2	Document level allowance reason	ドキュメントレベルの返還請求の理由	"The reason for the document level allowance	 expressed as text. "	ドキュメントレベルの返還請求の理由をテキストで表現。				0..1	Text	Shared		2760	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason		"ibr-33	ibr-co-05	ibr-co-21"	TextType	0..n	CAR-3
2300	IBT-98	ibt-098	2	Document level allowance reason code	ドキュメントレベルの返還請求の理由コード	"The reason for the document level allowance	 expressed as a code."	ドキュメントレベルの返還請求の理由コード。				0..1	Code	Shared		2750	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode		"ibr-33	ibr-cl-19	ibr-cl-20	ibr-co-05	ibr-co-21"	CodeType	0..1	
2310	IBG-21	ibg-21	1	DOCUMENT LEVEL CHARGES	ドキュメントレベルの追加請求	"A group of business terms providing information about charges and taxes other than TAX	 applicable to the Invoice as a whole."	ドキュメントレベルの追加請求や追加税(消費税以外)に関する情報。				0..n	Group			2850	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]		"ibr-36	ibr-38	ibr-co-22	jp-s-01	jp-s-04	jp-s-07"	AllowanceChargeType	0..n	
2320	IBT-99	ibt-099	2	Document level charge amount	ドキュメントレベルの追加請求金額(税抜き)	"The amount of a charge	 without TAX."	追加請求金額(税抜き)。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。	17700	1..1	Amount	Shared		2890	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount		"ibr-36	ibr-co-12	jp-s-08"	AmountType	1..1	
2330	IBT-100	ibt-100	2	Document level charge base amount	ドキュメントレベルの追加請求金額の基準となる金額	"The base amount that may be used	 in conjunction with the document level charge percentage	 to calculate the document level charge amount."	ドキュメントレベルの追加請求率を乗じてドキュメントレベルの追加請求金額を算出する際に使用される基準金額。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Shared		2900	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount			AmountType	0..1	
2340	IBT-101	ibt-101	2	Document level charge percentage	ドキュメントレベルの追加請求の率	"The percentage that may be used	 in conjunction with the document level charge base amount	 to calculate the document level charge amount."	ドキュメントレベルの追加請求基準金額に乗じてドキュメントレベルの追加請求金額を算出するために使用されるパーセント。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。		0..1	Percent	Shared		2880	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			NumericType	0..1	
2350	IBT-102	ibt-102	2	Document level charge TAX category code	ドキュメントレベルの追加請求の課税分類コード	A coded identification of what TAX category applies to the document level charge.	ドキュメントレベルの追加請求に適用される課税分類コード。	"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. The operation in Japan is as follows.\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"	"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"	S	1..1	Code	Aligned		2920	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID		"jp-cl-03	jp-s-01	jp-s-04	jp-s-07	jp-s-08"	IdentifierType	0..1	CAR-2
2360	IBT-103	ibt-103	2	Document level charge TAX rate	ドキュメントレベルの追加請求の税率	"The TAX rate	 represented as percentage that applies to the document level charge."	ドキュメントレベルの追加請求に適用される消費税率(パーセント)。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units."	数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。	10	0..1	Percent	Aligned		2930	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent		"jp-s-07	jp-s-08"	PercentType	0..1	
2366	IBT-103	ibt-103-1	3	Tax Scheme	税スキーマ	A code indicating the type of tax	税の種類を示すコード。	"""VAT"" is used for Japan Consumption Tax."	日本の消費税については、VAT を使用する。	VAT	0..1	Scheme			2960	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme/cbc:ID			IdentifierType	0..1	
2370	IBT-104	ibt-104	2	Document level charge reason	ドキュメントレベルの追加請求の理由	"The reason for the document level charge	 expressed as text."	ドキュメントレベルの追加請求の理由をテキストで表現。			諸掛	0..1	Text	Shared		2870	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason		"ibr-38	ibr-co-06	ibr-co-22"	TextType	0..n	CAR-3
2380	IBT-105	ibt-105	2	Document level charge reason code	ドキュメントレベルの追加請求の理由コード	"The reason for the document level charge	 expressed as a code."	ドキュメントレベルの追加請求の理由コード。				0..1	Code	Shared		2865	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		"ibr-38	ibr-cl-19	ibr-cl-20	ibr-co-06	ibr-co-22"	CodeType	0..1	
2390	IBG-22	ibg-22	1	DOCUMENT TOTALS	請求書総合計金額	A group of business terms providing the monetary totals for the Invoice. 	請求書合計金額に係る情報。				1..1	Group			3090	/Invoice/cac:LegalMonetaryTotal			MonetaryTotalType	1..1	
2400	IBT-106	ibt-106	2	Sum of Invoice line net amount	値引/割引後請求書明細行金額の合計	Sum of all Invoice line net amounts in the Invoice. 	値引/割引後明細行金額の合計金額。	"Since there is no business custom of cash discount in Japan	 ""net amount"" is interpreted as after discount. In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	日本には現金割引の慣習がないため、値引後と解釈する。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。	120000	1..1	Amount	Shared		3100	/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount		"ibr-12	ibr-cl-03	ibr-co-10	jp-br-02"	AmountType	0..1	CAR-2
2410	IBT-107	ibt-107	2	Sum of allowances on document level	ドキュメントレベルの返還請求の合計	Sum of all allowances on document level in the Invoice.	ドキュメントレベルの返還請求の合計。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Shared		3130	/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount		"ibr-cl-03	ibr-co-13"	AmountType	0..1	
2420	IBT-108	ibt-108	2	Sum of charges on document level	ドキュメントレベルの追加請求の合計	Sum of all charges on document level in the Invoice.	ドキュメントレベルの追加請求の合計。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。	17700	0..1	Amount	Shared		3140	/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount		"ibr-cl-03	ibr-co-12	ibr-co-13"	AmountType	0..1	
2430	IBT-109	ibt-109	2	Invoice total amount without TAX	請求書合計金額(税抜き)	The total amount of the Invoice without TAX.	請求書合計金額(税抜き)。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	ibt-109 = Σibt-116 課税分類毎の課税基準額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。	127700	1..1	Amount	Shared		3110	/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount		"ibr-13	ibr-co-13	ibr-cl-03	ibr-co-15"	AmountType	0..1	CAR-2
2435	IBT-200	ibt-200	2	Invoice line unit price tax included indicator	税込みフラグ		明細行の品目価格が税込みかどうかを指定する。省略可。Trueを指定した場合に税込と解釈する。				0..1	Indicator	Aligned	Proposed by JP	2985	/Invoice/cac:TaxTotal/cbc:TaxIncludedIndicator			IndicatorType	0..1	
2440	IBT-110	ibt-110	2	Invoice total TAX amount	請求書消費税合計金額	The total TAX amount for the Invoice.	請求書消費税合計金額。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	ibt-110 = Σ ibt-117 課税分類毎の消費税額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。	11970	0..1	Amount	Shared		2990	/Invoice/cac:TaxTotal/cbc:TaxAmount		"ibr-co-14	ibr-cl-03	ibr-co-15"	AmountType	1..1	CAR-1
2450	IBT-111	ibt-111	2	Invoice total TAX amount in accounting currency	会計通貨での請求書消費税合計金額	The TAX total amount expressed in the accounting currency accepted or required in the country of the Seller.	売り手の国で認められた、又は要求された会計通貨での消費税合計金額。	"The currency code must be the one listed in the ISO 4217 Currency codes. In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	通貨コードは、ISO 4217 Currency codes で定められているものを使用しなければならない。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Aligned		3000	/Invoice/cac:TaxTotal/cbc:TaxAmount[@currencyID=$taxcurrency]		ibr-53	AmountType	1..1	CAR-1
2460	IBT-112	ibt-112	2	Invoice total amount with TAX	請求書合計金額(税込み)	The total amount of the Invoice with tax.	請求書合計金額(税込み)。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	ibt-112 = ibt-109 請求書合計金額(税抜き) + ibt-110 請求書消費税合計金額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。	139670	1..1	Amount	Shared		3120	/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount		"ibr-14	ibr-cl-03	ibr-co-15	ibr-co-16"	AmountType	0..1	CAR-2
2470	IBT-113	ibt-113	2	Paid amount 	支払済金額	The sum of amounts which have been paid in advance.	事前に支払われた金額の合計。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Shared		3150	/Invoice/cac:LegalMonetaryTotal/cbc:PrepaidAmount		"ibr-cl-03	ibr-co-16"	AmountType	0..1	
2480	IBT-114	ibt-114	2	Rounding amount	丸めるための金額	The amount to be added to the invoice total to round the amount to be paid.	支払金額に丸めるために請求書の合計金額に追加される金額。	"In Japan	 the minimum unit of amount is YEN and SEN is not used to define the payment amount	 therefore	 ibt-114 Rounding amount may not be necessary.In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units."	日本では金額単位が円で銭は通常の取引で使用しないので不要と思われる。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。		0..1	Amount	Shared		3160	/Invoice/cac:LegalMonetaryTotal/cbc:PayableRoundingAmount		"ibr-cl-03	ibr-co-16"	AmountType	0..1	
2490	IBT-115	ibt-115	2	Amount due for payment	差引請求金額	The outstanding amount that is requested to be paid.	買い手が支払を要求されている差引請求金額。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units.In case of amount in JPY	 BT-114 Rounding amount is not used	 therefore	 BT-115 Amount due for payment = BT-112: Invoice total amount with CT− BT-113: Paid amount."	数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。(注)日本円ではBT-114丸めるための金額は使用しないため、BT-115 差引請求金額 = BT-112: 請求書合計金額(税込み) − BT-113: 支払済金額 となる。	139670	1..1	Amount	Shared		3170	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount		"ibr-15	ibr-67	ibr-cl-03	ibr-co-16	ibr-co-25"	AmountType	1..1	
2500	IBG-23	ibg-23	1	TAX BREAKDOWN	税内訳情報	"A group of business terms providing information about TAX breakdown by different categories	 rates and exemption reasons"	課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報。		https://www.nta.go.jp/english/taxes/consumption_tax/pdf/2020/general_00.pdf#page=6		1..n	Group			3010	/Invoice/cac:TaxTotal/cac:TaxSubtotal		"jp-s-01	jp-s-08	jp-s-09	jp-s-10"	TaxSubtotalType	0..n	CAR-2
2510	IBT-116	ibt-116	2	TAX category taxable amount	課税分類毎の課税基準額	Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).	課税分類/課税分類の消費税率毎の課税基準額の合計。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. \nThe operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item	 Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)"	"数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item	 Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)"	87700	1..1	Amount	Aligned		3020	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount		"ibr-cl-03	jp-br-co-01	jp-s-08	jp-s-09"	AmountType	0..1	CAR-2
2520	IBT-117	ibt-117	2	TAX category tax amount	課税分類毎の消費税額	The total TAX amount for a given TAX category.	課税分類毎の消費税額合計。	"In the numerical representation	 for data type amount	 only the integer is allowed and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. \nThe operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item	 Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)"	"ibt-117 = ibt-146 品目単価(値引/割引後)(税抜き) × ibt-119 課税分類毎の税率。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item	 Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)"	8770	1..1	Amount	Aligned		3030	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount		"ibr-co-14	jp-br-co-01	jp-s-09"	AmountType	1..1	
2530	IBT-118	ibt-118	2	TAX category code 	課税分類コード	Coded identification of a TAX category.	消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコード。	"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. \nThe operation in Japan is as follows.\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"	"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS: Standard rate（標準税率10％）\nAA: Lower rate (軽減税率8％)※Tax rate is lower than standard rate\nAE: Consumption Tax Reverse Charge\nE: Exempt from Consumption Tax（非課税）※Consumption Tax is not applicable.\nG: Free export item	 tax not charged（輸出免税）※free export and Consumption Tax is not charged.\nO:Services outside scope of Consumption Tax（不課税）"	S	1..1	Code	Aligned		3050	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID		"jp-s-01	jp-s-08	jp-s-09	jp-s-10"	IdentifierType	0..1	CAR-2
2536	IBT-118	ibt-118-1	3	Tax Scheme	税スキーマ	A code indicating the type of tax	税の種類を示すコード。	"""VAT"" is used for Japan Consumption Tax."	日本の消費税については、VAT を使用する。	VAT	0..1	Scheme			3054	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID			IdentifierType	0..1	
2540	IBT-119	ibt-119	2	TAX category rate	課税分類毎の税率	"The TAX rate	 represented as percentage that applies for the relevant TAX category."	課税分類毎の税額計算のための率。	"In the numerical representation	 the decimal point is . (period)	 and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme	 like standard rate	 reduced rate	 etc. \nThe operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item	 Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)"	"数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item	 Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)"	10	0..1	Percent	Aligned		3060	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent		"jp-br-co-01	jp-s-08	jp-s-09"	PercentType	0..1	
2550	IBT-120	ibt-120	2	TAX exemption reason text	非課税理由テキスト	A textual statement of the reason why the amount is exempted from TAX or why no TAX is being charged	非課税または課税されない理由をテキストで表現。				0..1	Text	Aligned		3080	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReason		jp-s-10	TextType	0..n	CAR-3
2560	IBT-121	ibt-121	2	TAX exemption reason code	非課税理由コード	A coded statement of the reason for why the amount is exempted from TAX.	非課税または課税されない理由をコードで表現。				0..1	Code	Aligned		3070	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:TaxExemptionReasonCode		"jp-cl-04	jp-s-10"	CodeType	0..1	
2570	IBG-24	ibg-24	1	ADDITIONAL SUPPORTING DOCUMENTS	添付書類	A group of business terms providing information about additional supporting documents substantiating the claims made in the Invoice.	請求書内で行われたクレームを実証する添付書類についての情報。大規模な添付ファイルの場合や、個人関連サービスなどの機密情報を請求書自体から分離する必要がある場合など、外部ドキュメントにリンクするオプションが必要になる。		添付文書は、売り手が知っていると予想される文書番号を参照するために、外部文書(URLによって参照される)として、または埋め込み文書(PDF形式の時間レポートなど)として使用することができる。セキュリティの観点から、外部文書(URLによって参照される)は、用いない方が望ましい。		0..n	Group			1320	/Invoice/cac:AdditionalDocumentReference		ibr-52	DocumentReferenceType	0..n	
2580	IBT-122	ibt-122	2	Supporting document reference	添付書類への参照	An identifier of the supporting document. 	添付書類のID。				1..1	Document Reference	Shared		1330	/Invoice/cac:AdditionalDocumentReference/cbc:ID		"ibr-52	ibr-cl-07"	IdentifierType	1..1	
2590	IBT-123	ibt-123	2	Supporting document description	添付書類の説明	A description of the supporting document. 	添付書類の説明。				0..1	Text	Shared		1360	/Invoice/cac:AdditionalDocumentReference/cbc:DocumentDescription			TextType	0..n	CAR-3
2600	IBT-124	ibt-124	2	External document location	添付書類の保管場所(外部)	The URL (Uniform Resource Locator) that identifies where the external document is located.	添付書類が存在する場所を識別するための URL。		例えば、http://または ftp://.と買い手が請求書を補足するために追加情報を必要とする場合は、外部文書保管場所を使用するものとする。外部文書は請求書の一部ではない。外部文書へのアクセスにはリスクが伴う。外部文書にアクセスできなくても請求書を処理できなければならない。		0..1	Text	Shared		1420	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI			IdentifierType	0..1	
2610	IBT-125	ibt-125	2	Attached document	添付書類	An attached document embedded as binary object or sent together with the invoice.	バイナリオブジェクトとして埋め込まれた、または請求書と一緒に送られた添付書類。				0..1	Binary Objects	Shared		1380	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject	check BT-18	ibr-cl-24	BinaryObjectType	0..1	
2620	IBT-125	ibt-125-1	3	Attached document Mime code	添付書類MIMEコード	Allowed mime codes:\n- application/pdf\n- image/png- image/jpeg\n- text/csv\n- application/vnd.openxmlformats-officedocument.spreadsheetml.sheet\n- application/vnd.oasis.opendocument. spreadsheet	許可されているMIMEコード:\n- application/pdf \n- image/png \n- image/jpeg \n- text/csv \n- application/vnd.openxmlformats-officedocument.spreadsheetml.sheet \n- application/vnd.oasis.opendocument.spreadsheet				1..1	Scheme	Aligned		1390	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@mimeCode					
2630	IBT-125	ibt-125-2	3	Attached document Filename	添付書類ファイル名		添付書類のファイル名。				1..1	Scheme	Shared		1400	/Invoice/cac:AdditionalDocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject/@filename					
2640	IBG-25	ibg-25	1	INVOICE LINE	請求書明細行	A group of business terms providing information on individual Invoice lines.	請求書明細行に関する情報。				1..n	Group			3180	/Invoice/cac:InvoiceLine		"ibr-16	ibr-21	ibr-22	ibr-23	ibr-24	ibr-25	ibr-26	jp-s-01	jp-s-02	jp-s-05"	InvoiceLineType	1..n	
2650	IBT-126	ibt-126	2	Invoice line identifier	請求書明細行ID	A unique identifier for the individual line within the Invoice. 	この請求書内で個々の明細行を一意に識別するためのID。			10	1..1	Identifier	Shared		3190	/Invoice/cac:InvoiceLine/cbc:ID		ibr-21	IdentifierType	1..1	
2660	IBT-127	ibt-127	2	Invoice line note	請求書明細行注釈	A textual note that gives unstructured information that is relevant to the Invoice line.	請求書明細行に関連する構造化されていない情報を提供するためのテキスト、注釈。				0..1	Text	Shared		3200	/Invoice/cac:InvoiceLine/cbc:Note			TextType	0..n	CAR-3
