Sem Sort,ID,Level,Business term name ,日本語訳,Term semantic definition,説明,Additional explanation,追加説明,Example Value (値の例),Card.,Data Type,Section,BIS Extension,Synt Sort,UBL syntax binding Xpath,selectors,Attributes - adjustments,Codel list,Cardinality,Cardinality Alignment
,,,,,,,,,,,,,,2520,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName,,,,0..n,
1930,ibt-070,2,Deliver to party name,納入先名称,The name of the party to which the goods and services are delivered.,納入先の名称。,,,株式会社 藤山物産 札幌支社,0..1,Text,Shared,,2530,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name,,,,1..1,CAR-1
2080,ibg-16,1,PAYMENT INSTRUCTIONS,支払指示,A group of business terms providing information about the payment. ,取引条件のうち支払に関する情報。,"For further details, see EIPA_SDC_Payment検討.pptx.",詳細については、EIPA_SDC_Payment検討.pptx を参照。,,0..n,Group,,Cardinality from 0..1 to 0..n,2540,/Invoice/cac:PaymentMeans,,,,0..n,
2089,ibt-178,2,Payment Instructions ID,支払指示ID,An identifier for the payment instructions.,各支払指示に対して割り当てられるID。,,,,0..1,Identifier,Aligned,Added,2545,/Invoice/cac:PaymentMeans/cbc:ID,,,,0..1,
2090,ibt-081,2,Payment means type code,支払手段タイプコード,"The means, expressed as code, for how a payment is expected to be or has been settled.",取引決済手段のタイプを識別するコード。,,,30,1..1,Code,Aligned,,2550,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode,,,UNCL4461,1..1,
2100,ibt-082,2,Payment means text,支払手段内容説明,"The means, expressed as text, for how a payment is expected to be or has been settled.",取引決済手段を説明するテキスト。,,,Credit transfer,0..1,Text,Shared,,2560,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name,,,,0..n,
2110,ibt-083,2,Remittance information,送金情報,A textual value used for payment routing or to establish a link between the payment and the Invoice.,支払と請求書とを紐づけるために使用されるテキスト。,,,Snippet1,0..n,Text,Aligned,Cardinality from 0..1 to 0..n. Definition extended.,2570,/Invoice/cac:PaymentMeans/cbc:PaymentID,,,,0..n,
2111,ibt-083-1,3,Scheme identifier,スキーマID,The identification of the identification scheme. As example ABA,スキーマID、例えば、ABA。,"The ABA plays a role similar to the BIC code in the United States, and is a number individually held by a bank in the United States, consisting of nine consecutive digits. ",ABAは、米国においてBICコードと同じような役割を果たし、米国内の銀行が個別に保有する番号で、連続した9桁の数字からなる。,,0..1,Code,Aligned,Added,2571,/Invoice/cac:PaymentMeans/cbc:PaymentID/@schemeID,,,,-,
2120,ibg-17,2,CREDIT TRANSFER ,銀行振込,A group of business terms to specify credit transfer payments. ,銀行振込による支払を指定。,"For further details, see EIPA_SDC_Payment検討.pptx.",詳細については、EIPA_SDC_Payment検討.pptx を参照。,,0..n,Group,,,2580,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,,,,0..1,CAR-4
2130,ibt-084,3,Payment account identifier,支払先口座ID,"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.",支払先となる、金融機関の口座ID。IBAN(SEPA支払いの場合)など。,"As operation in Japan, a value is filled in ibt-084 Payment account identifier in the following way.Bank code (4 digit):Bank branch code (3 digit):Bank account number (7 digit):Bank account type (1 digit)If no value is filled in ibt-084-1 and only ibt-084 has the string of ""(4 digit):(3 digit):(7 digit):(1 digit)"", that string is interpreted as Bank code (4 digit):Bank branch code (3 digit):Bank account number (7 digit):Bank account type (1 digit).If IBAN is filled in ibt-084-1, the string set in ibt-084 Payment account identifier is interpreted as a code of IBAN. ","日本における運用としては、支払先口座IDに、以下のように値をセットすることとする。銀行コード(4桁):支店コード(3桁):口座番号(7桁):口座種別(1桁)ibt-084-1に何もセットされておらず、ibt-084 支払先口座ID に ""4桁:3桁:7桁:1桁"" の文字列がセットされているだけの場合は、この文字列は、銀行コード(4桁):支店コード(3桁):口座番号(7桁):口座種別(1桁) と解釈する。ibt-084-1に IBAN とセットされていたら、ibt-084 支払先口座ID にセットされている文字列は、IBAN のコードであると解釈する。",1234:12:1:123456789,1..1,Identifier,Shared,,2590,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID,,,,0..1,CAR-2
2131,ibt-084-1,4,Scheme identifier,スキーマID,The identification of the identification scheme. As example IBAN,スキーマID、例えば、IBAN。,,,,0..1,Code,Aligned,Added,2591,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID/@schemeID,,,,-,
2140,ibt-085,3,Payment account name,支払先口座名義人名,"The name of the payment account, at a payment service provider, to which payment should be made.",支払先口座の口座名義人名。,,,株式会社 ○○商事,0..1,Text,Shared,,2592,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name,,,,0..1,
2145,,,,,,,,,,,,,,2610,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch,,,,0..1,
2149,ibt-086,3,Payment service provider identifier,支払先金融機関ID,An identifier for the payment service provider where a payment account is located.,支払先口座がある金融機関ID。,"For example, it is expected to set BIC code (SWIFT code),  however, Japan utilizes ibt-084 Payment account identifier to specify bank code, bank branch code, bank account number, and bank account type. ibt-086 Payment service provider identifier is not used.",例えば、BICコード(SWIFTコード)をセットすることが想定されているが、日本における運用としては、ibt-084 で支払先口座を指定する運用とするため、この項目は使用しない。,,0..1,Identifier,Shared,,2619,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,,,,0..1,
2150,ibg-34,2,FINANCIAL INSTITUTION ADDRESS,住所,The address of the financial institution or its branch that holds the payment account.,金融機関やその支店の住所。,,,,,,,Added,2620,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address,,,,0..1,
2151,ibt-169,3,Account address line 1 ,支払先口座住所欄1,The main address line in an address. ,住所欄1。,,,,0..1,Text,Aligned,Added,2621,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName,,,,0..1,
2152,ibt-170,3,Account address line 2,支払先口座住所欄2,An additional address line in an address that can be used to give further details supplementing the main line.,住所欄2。,,,,0..1,Text,Aligned,Added,2622,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName,,,,0..1,
2153,ibt-171,3,Account city,支払先口座住所 市区町村,"The common name of the city, town or village, where the account address is located.",支払先口座住所 市区町村。,,,,0..1,Text,Aligned,Added,2623,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName,,,,0..1,
2154,ibt-172,3,Account post code,支払先口座郵便番号,The identifier for an addressable group of properties according to the relevant postal service.,支払先口座郵便番号。,,,,0..1,Text,Aligned,Added,2624,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone,,,,0..1,
2155,ibt-173,3,Account country subdivision ,支払先口座住所 都道府県,The subdivision of a country. ,支払先口座住所の地方区分。日本の場合は、都道府県。,,,,0..1,Text,Aligned,Added,2625,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity,,,,0..1,
2156,,,,,,,,,,,,,,2626,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine,,,,0..n,
2157,ibt-174,3,Account address line 3,支払先口座住所欄3,An additional address line in an address that can be used to give further details supplementing the main line.,住所欄3。,,,,0..1,Text,Aligned,Added,2627,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line,,,,0..n,
2158,,,,,,,,,,,,,,2628,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country,,,,0..1,
2159,ibt-175,3,Account country code ,支払先口座国コード,A code that identifies the country.,支払先口座国コード。,,,,0..1,Code,Aligned,Added,2629,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode,,,ISO3166,0..n,
2160,ibg-18,2,PAYMENT CARD INFORMATION,支払カード情報,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,請求書発行と同時に支払に使用されるカードに関する情報。買い手がクレジットカードやデビットカードなどの支払いカードを使用することを選択した場合にのみ使用。,"For further details, see EIPA_SDC_Payment検討.pptx.",詳細については、EIPA_SDC_Payment検討.pptx を参照。,,0..1,Group,,,2630,/Invoice/cac:PaymentMeans/cac:CardAccount,,,,0..1,
2170,ibt-087,3,Payment card primary account number,支払カード番号,The Primary Account Number (PAN) of the card used for payment.,支払に使用するカードの支払カード番号。,,カード支払セキュリティ基準に従って、請求書にはカードの主要口座番号を完全に含めない。現時点では、PCI Security Standards Council は、最初の6桁と最後の4桁が表示される最大桁数であると定義。,,1..1,Text,Shared,,2640,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,,,,1..1,
,,,,,,,,,,,,,,2650,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:NetworkID,Syntax requirment,Syntax requirment,,1..1,
2180,ibt-088,3,Payment card holder name,カード名義人氏名,The name of the payment card holder. ,支払カード所有者の氏名。,,,,0..1,Text,Shared,,2660,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,,,,0..1,
2190,ibg-19,2,DIRECT DEBIT ,自動口座引落,A group of business terms to specify a direct debit.,口座引落しを指定するビジネス条件の情報。,"For further details, see EIPA_SDC_Payment検討.pptx.",SEPA又は他の口座振替制度の規則に従い、SEPA又は売り手が開始する他の口座振替により支払いが行われる旨を請求書に事前通知するために使用する。詳細については、EIPA_SDC_Payment検討.pptx を参照。,,0..1,Group,,,2670,/Invoice/cac:PaymentMeans/cac:PaymentMandate,,,,0..1,
2200,ibt-089,3,Mandate reference identifier,マンデーション参照ID,Unique identifier assigned by the Payee for referencing the direct debit mandate.,口座振替依頼を参照するために受取人によって割り当てられた固有ID。,,買い手に事前通知するために使用する。SEPA口座振替である旨を通知するために受取人(支払先)によって割り当てられた固有ID。,,0..1,Identifier,Shared,,2680,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,,,,0..1,
,,,,,,,,,,,,,,2685,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount,,,,0..1,
2220,ibt-091,3,Debited account identifier,自動引落口座ID,The account to be debited by the direct debit. ,自動口座引落によって引き落としがされる銀行口座ID。,,,,0..1,Identifier,Shared,,2690,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,,,,0..1,
1189,ibg-33,1,INVOICE TERMS,支払条件,Information about the terms that apply to the settlement of the invoice amount.,請求額の決済に適用される条件に関する情報。,"For further details, see EIPA_SDC_Payment検討.pptx.",詳細については、EIPA_SDC_Payment検討.pptx を参照。 ,,0..n,Group,Aligned,Added as Group,2700,/Invoice/cac:PaymentTerms,,,,0..n,
1191,ibt-020,2,Payment terms,支払条件,A textual description of the payment terms that apply to the amount due for payment (Including description of possible penalties).,支払額に適用される支払条件の説明(罰則の記載を含む)。支払条件の文字による説明。,"Common description in English\nPIA - Payment in advance\nNet 30 - Payment 30 days after invoice date\nEOM - End of month\n21 MFI - 21st of the month following invoice date\n1% 10 Net 30 - 1% discount if payment received within ten days otherwise payment 30 days after invoice date\nCOD - Cash on delivery\n1MD - Monthly credit payment of a full month's supply\netc.\nsource: https://examples.yourdictionary.com/payment-terms-examples.html\nThe information to show ""Who bears bank charge"" can be also putas textual payment terms.",英語での慣用例文\nPIA - Payment in advance\nNet 30 - Payment 30 days after invoice date\nEOM - End of month\n21 MFI - 21st of the month following invoice date\n1% 10 Net 30 - 1% discount if payment received within ten days otherwise payment 30 days after invoice date\nCOD - Cash on delivery\n1MD - Monthly credit payment of a full month's supply\netc.\nsource: https://examples.yourdictionary.com/payment-terms-examples.html\n振込手数料を売り手買い手のどちらが負担するかといった情報をテキスト情報として入れ込むことは可能である。,,0..1,Text,Shared,Cardinality to 0..n via Group,2710,/Invoice/cac:PaymentTerms/cbc:Note,,,,0..n,CAR-3
1192,ibt-187,2,Terms payment instructions ID,支払条件指示ID,The payment instructions that apply to these payment terms.,これらの支払条件を適用する支払指示。,,,,0..1,Identifier,Aligned,Added,2712,/Invoice/cac:PaymentTerms/cbc:PaymentMeansID,,,,0..n,CAR-3
1193,ibt-176,2,Terms amount,支払条件金額,The payment amount that these terms apply to.,これらの条件が適用される支払金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Aligned,Added,2713,/Invoice/cac:PaymentTerms/cbc:Amount,,,,0..1,
1194,ibt-177,2,Terms installment due date,分割支払支払期日,The date before end of which the terms amount shall be settled.,分割支払の場合の各支払期日。,The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. ,日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。,,0..1,Date,Aligned,Added,2714,/Invoice/cac:PaymentTerms/cbc:InstallmentDueDate,,,,0..1,
2221,ibg-35,1,Paid amounts,支払済金額,Breakdown of the paid amount deducted from the amount due.,請求書通貨での支払済金額。,,,,0..n,Group,,Added,2715,/Invoice/cac:PrepaidPayment,,,,0..n,
2222,ibt-179,2,Payment identifier,支払ID,"An identifier that references the payment, such as bank transfer identifier.",銀行振込のIDなど、支払を参照するID,,,,0..1,Identifier,Aligned,Added,2716,/Invoice/cac:PrepaidPayment/cbc:ID,,,,0..1,
2223,ibt-180,2,Paid amount,支払済金額,The amount of the payment in the invoice currency.,請求書通貨での支払済金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,1..1,Amount,Aligned,Added,2717,/Invoice/cac:PrepaidPayment/cbc:PaidAmount,,,,0..1,CAR-2
2224,ibt-181,2,The date when the paid amount is debited to the invoice.,支払済金額が請求書に差引記載される日,The date when the prepaid amount was received by the seller.,前払金額を売り手が受領した日。,The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. ,日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。,,0..1,Date,Aligned,Added,2723,/Invoice/cac:PrepaidPayment/cbc:ReceivedDate,,,,0..1,
2225,ibt-182,2,Payment type,支払タイプ,The type of the the payment.,支払いのタイプ。,,,,0..1,Code,Aligned,Added,2724,/Invoice/cac:PrepaidPayment/cbc:InstructionID,,,,0..1,
2230,ibg-20,1,DOCUMENT LEVEL ALLOWANCES,ドキュメントレベルの返金,A group of business terms providing information about allowances applicable to the Invoice as a whole.,ドキュメントレベルの返還請求に関する情報。,,,,0..n,Group,,,2730,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],with cbc:ChargeIndicator = false(),,,0..n,
,,,,,,,,,,,,,,2740,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:ChargeIndicator,UBL qualifier = false(),UBL qualifier = false,,1..1,
2300,ibt-098,2,Document level allowance reason code,ドキュメントレベルの返金の理由コード,"The reason for the document level allowance, expressed as a code.",ドキュメントレベルの返還請求の理由コード。,,,,0..1,Code,Shared,,2750,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,with cbc:ChargeIndicator = false(),,UNCL5189,0..1,
2290,ibt-097,2,Document level allowance reason,ドキュメントレベルの返金の理由,"The reason for the document level allowance, expressed as text. ",ドキュメントレベルの返還請求の理由をテキストで表現。,,,,0..1,Text,Shared,,2760,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,with cbc:ChargeIndicator = false(),,,0..n,CAR-3
2260,ibt-094,2,Document level allowance percentage,ドキュメントレベルの返金の率,"The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document level allowance amount.",ドキュメントレベルの返還請求基準金額に乗じて、ドキュメントレベルの返還請求金額を算出する際に使用されるパーセント。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,0..1,Percentage,Shared,,2770,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,with cbc:ChargeIndicator = false(),,,0..1,
2240,ibt-092,2,Document level allowance amount,ドキュメントレベルの返金金額(税抜き),"The amount of an allowance, without TAX.",返還請求金額(税抜き)。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,1..1,Amount,Shared,,2780,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,with cbc:ChargeIndicator = false(),,,1..1,
2250,ibt-093,2,Document level allowance base amount,ドキュメントレベルの返金金額の基準となる金額,"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount.",ドキュメントレベルの返還請求の率を乗じてドキュメントレベルの返還請求金額を算出する際に使用される基準金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Shared,,2790,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,with cbc:ChargeIndicator = false(),,,0..1,
,,,,,,,,,,,,,,2800,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],,,,0..n,
2270,ibt-095,2,Document level allowance TAX category code,ドキュメントレベルの返金の課税分類コード,A coded identification of what TAX category applies to the document level allowance.,ドキュメントレベルの返還請求に適用される課税分類コード。,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)","課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",,1..1,Code,Aligned,,2810,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID,with cbc:ChargeIndicator = false() with cac:TaxScheme/c bc:ID='VAT',with cac:TaxScheme/cbc:ID = “VAT”,UNCL5305,0..1,CAR-2
2280,ibt-096,2,Document level allowance TAX rate,ドキュメントレベルの返金の税率,"The TAX rate, represented as percentage that applies to the document level allowance.",ドキュメントレベルの返還請求に適用される消費税率(パーセント)。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",,,0..1,Percentage,Aligned,,2820,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent,with cbc:ChargeIndicator = false(),,,0..1,
,,,,,,,,,,,,,,2830,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme,,,,1..1,
2310,ibg-21,1,DOCUMENT LEVEL CHARGES,ドキュメントレベルの追加請求,"A group of business terms providing information about charges and taxes other than TAX, applicable to the Invoice as a whole.",ドキュメントレベルの追加請求や追加税(消費税以外)に関する情報。,,,,0..n,Group,,,2850,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()],with cbc:ChargeIndicator = true(),,,0..n,
,,,,,,,,,,,,,,2860,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:ChargeIndicator,UBL qualifier = true(),UBL qualifier = true,,1..1,
2380,ibt-105,2,Document level charge reason code,ドキュメントレベルの追加請求の理由コード,"The reason for the document level charge, expressed as a code.",ドキュメントレベルの追加請求の理由コード。,,,,0..1,Code,Shared,,2865,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,with cbc:ChargeIndicator = true(),,UNCL7161,0..1,
2370,ibt-104,2,Document level charge reason,ドキュメントレベルの追加請求の理由,"The reason for the document level charge, expressed as text.",ドキュメントレベルの追加請求の理由をテキストで表現。,,,諸掛,0..1,Text,Shared,,2870,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,with cbc:ChargeIndicator = true(),,,0..n,CAR-3
2340,ibt-101,2,Document level charge percentage,ドキュメントレベルの追加請求の率,"The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level charge amount.",ドキュメントレベルの追加請求基準金額に乗じてドキュメントレベルの追加請求金額を算出するために使用されるパーセント。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,0..1,Percentage,Shared,,2880,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,with cbc:ChargeIndicator = true(),,,0..1,
2320,ibt-099,2,Document level charge amount,ドキュメントレベルの追加請求金額(税抜き),"The amount of a charge, without TAX.",追加請求金額(税抜き)。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,17700,1..1,Amount,Shared,,2890,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,with cbc:ChargeIndicator = true(),,,1..1,
2330,ibt-100,2,Document level charge base amount,ドキュメントレベルの追加請求金額の基準となる金額,"The base amount that may be used, in conjunction with the document level charge percentage, to calculate the document level charge amount.",ドキュメントレベルの追加請求率を乗じてドキュメントレベルの追加請求金額を算出する際に使用される基準金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,0..1,Amount,Shared,,2900,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,with cbc:ChargeIndicator = true(),,,0..1,
,,,,,,,,,,,,,,2910,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory,,,,0..n,
2350,ibt-102,2,Document level charge TAX category code,ドキュメントレベルの追加請求の課税分類コード,A coded identification of what TAX category applies to the document level charge.,ドキュメントレベルの追加請求に適用される課税分類コード。,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)","課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",S,1..1,Code,Aligned,,2920,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID,with cbc:ChargeIndicator = true(),,UNCL5305,0..1,CAR-2
2360,ibt-103,2,Document level charge TAX rate,ドキュメントレベルの追加請求の税率,"The TAX rate, represented as percentage that applies to the document level charge.",ドキュメントレベルの追加請求に適用される消費税率(パーセント)。,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,10,0..1,Percentage,Aligned,,2930,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent,with cbc:ChargeIndicator = true(),,,0..1,
,,,,,,,,,,,,,,2940,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cac:TaxScheme,,,,1..1,
,,,,,,,,,,,,,,2980,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()],,#N/A,,#N/A,
2440,ibt-110,2,Invoice total TAX amount,請求書消費税合計金額,The total TAX amount for the Invoice.,請求書消費税合計金額。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",jbt-110 = Σ jbt-117 課税分類毎の消費税額。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,11970,0..1,Amount,Shared,,2990,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cbc:TaxAmount,,#N/A,,#N/A,CAR-1
2500,ibg-23,1,TAX BREAKDOWN,税内訳情報,"A group of business terms providing information about TAX breakdown by different categories, rates and exemption reasons",課税分類、消費税率、非課税/不課税理由毎の、消費税内訳に関する情報。,,https://www.nta.go.jp/english/taxes/consumption_tax/pdf/2020/general_00.pdf#page=6\n,,1..n,Group,,,3010,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal,,#N/A,,#N/A,CAR-2
2510,ibt-116,2,TAX category taxable amount,課税分類毎の課税基準額,Sum of all taxable amounts subject to a specific TAX category code and TAX category rate (if the TAX category rate is applicable).,課税分類/課税分類の消費税率毎の課税基準額の合計。,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)","数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。\n課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税取引)\nG Free export item, Consumption Tax not charged (輸出取引)\nO Outside scope of tax (売り手が登録事業者でない場合)","87700
",1..1,Amount,Aligned,,3020,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxableAmount,,#N/A,,#N/A,CAR-2
,,,,,,,,,,,,,,3025,/Invoice/cac:TaxTotal[cbc:TaxAmount/@currencyID=/Invoice/cbc:DocumentCurrencyCode/text()]/cac:TaxSubtotal/cbc:TaxableAmount/@currencyID,,#N/A,ISO4217,#N/A,
