Sort,UBL_Sort,SynSort,PINT_ID,Schematron,XPath,Level,CC,Datatype,Occurrence
4980,62720,,,not,/Invoice/cac:PayeeParty/cac:PowerOfAttorney,2,cac:PowerOfAttorney,PowerOfAttorneyType,0..n
4990,63100,,,not,/Invoice/cac:PayeeParty/cac:FinancialAccount,2,cac:FinancialAccount,FinancialAccountType,0..1
5000,63560,,,not,/Invoice/cac:BuyerCustomerParty,1,cac:BuyerCustomerParty,CustomerPartyType,0..1
5010,67270,,,not,/Invoice/cac:SellerSupplierParty,1,cac:SellerSupplierParty,SupplierPartyType,0..1
5020,70980,2190,ibg-11,,/Invoice/cac:TaxRepresentativeParty,1,cac:TaxRepresentativeParty,PartyType,0..1
5030,70990,,,not,/Invoice/cac:TaxRepresentativeParty/cbc:MarkCareIndicator,2,cbc:MarkCareIndicator,Indicator,0..1
5040,71000,,,not,/Invoice/cac:TaxRepresentativeParty/cbc:MarkAttentionIndicator,2,cbc:MarkAttentionIndicator,Indicator,0..1
5050,71010,,,not,/Invoice/cac:TaxRepresentativeParty/cbc:WebsiteURI,2,cbc:WebsiteURI,Identifier,0..1
5060,71020,,,not,/Invoice/cac:TaxRepresentativeParty/cbc:LogoReferenceID,2,cbc:LogoReferenceID,Identifier,0..1
5070,71030,,,not,/Invoice/cac:TaxRepresentativeParty/cbc:EndpointID,2,cbc:EndpointID,Identifier,0..1
5080,71040,,,not,/Invoice/cac:TaxRepresentativeParty/cbc:IndustryClassificationCode,2,cbc:IndustryClassificationCode,Code,0..1
5090,71050,,,not,/Invoice/cac:TaxRepresentativeParty/cac:PartyIdentification,2,cac:PartyIdentification,PartyIdentificationType,0..n
5100,71070,2200,0,,/Invoice/cac:TaxRepresentativeParty/cac:PartyName,2,cac:PartyName,PartyNameType,0..n
5110,71080,2210,ibt-062,,/Invoice/cac:TaxRepresentativeParty/cac:PartyName/cbc:Name,3,cbc:Name,Name,1..1
5120,71090,,,not,/Invoice/cac:TaxRepresentativeParty/cac:Language,2,cac:Language,LanguageType,0..1
5130,71130,2260,ibg-12,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress,2,cac:PostalAddress,AddressType,0..1
5140,71200,2270,ibt-064,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:StreetName,3,cbc:StreetName,Name,0..1
5150,71210,2280,ibt-065,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:AdditionalStreetName,3,cbc:AdditionalStreetName,Name,0..1
5160,71310,2290,ibt-066,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CityName,3,cbc:CityName,Name,0..1
5170,71320,2300,ibt-067,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:PostalZone,3,cbc:PostalZone,Text,0..1
5180,71330,2310,ibt-068,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cbc:CountrySubentity,3,cbc:CountrySubentity,Text,0..1
5190,71380,2320,0,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine,3,cac:AddressLine,AddressLineType,0..n
5200,71390,2330,ibt-164,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:AddressLine/cbc:Line,4,cbc:Line,Text,1..1
5210,71400,2340,0,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country,3,cac:Country,CountryType,0..1
5220,71410,2350,ibt-069,,/Invoice/cac:TaxRepresentativeParty/cac:PostalAddress/cac:Country/cbc:IdentificationCode,4,cbc:IdentificationCode,Code,0..1
5230,71520,,,not,/Invoice/cac:TaxRepresentativeParty/cac:PhysicalLocation,2,cac:PhysicalLocation,LocationType,0..1
5240,72180,2352,0,,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme,2,cac:PartyTaxScheme,PartyTaxSchemeType,0..n
5250,72200,2354,ibt-063,,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cbc:CompanyID,3,cbc:CompanyID,Identifier,0..1
5260,72630,2356,0,,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme,3,cac:TaxScheme,TaxSchemeType,1..1
5270,72640,2358,ibt-063-1,,/Invoice/cac:TaxRepresentativeParty/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID,4,cbc:ID,Identifier,0..1
5280,72960,,,not,/Invoice/cac:TaxRepresentativeParty/cac:PartyLegalEntity,2,cac:PartyLegalEntity,PartyLegalEntityType,0..n
5290,73800,,,not,/Invoice/cac:TaxRepresentativeParty/cac:Contact,2,cac:Contact,ContactType,0..1
5300,73910,,,not,/Invoice/cac:TaxRepresentativeParty/cac:Person,2,cac:Person,PersonType,0..n
5310,75040,,,not,/Invoice/cac:TaxRepresentativeParty/cac:AgentParty,2,cac:AgentParty,PartyType,0..1
5320,75050,,,not,/Invoice/cac:TaxRepresentativeParty/cac:ServiceProviderParty,2,cac:ServiceProviderParty,ServiceProviderPartyType,0..n
5330,75200,,,not,/Invoice/cac:TaxRepresentativeParty/cac:PowerOfAttorney,2,cac:PowerOfAttorney,PowerOfAttorneyType,0..n
5340,75580,,,not,/Invoice/cac:TaxRepresentativeParty/cac:FinancialAccount,2,cac:FinancialAccount,FinancialAccountType,0..1
5350,76040,2360,ibg-13,,/Invoice/cac:Delivery,1,cac:Delivery,DeliveryType,0..n
5360,76050,,,not,/Invoice/cac:Delivery/cbc:ID,2,cbc:ID,Identifier,0..1
5370,76060,,,not,/Invoice/cac:Delivery/cbc:Quantity,2,cbc:Quantity,Quantity,0..1
5380,76070,,,not,/Invoice/cac:Delivery/cbc:MinimumQuantity,2,cbc:MinimumQuantity,Quantity,0..1
5390,76080,,,not,/Invoice/cac:Delivery/cbc:MaximumQuantity,2,cbc:MaximumQuantity,Quantity,0..1
5400,76090,2370,ibt-072,,/Invoice/cac:Delivery/cbc:ActualDeliveryDate,2,cbc:ActualDeliveryDate,Date,0..1
5410,76100,,,not,/Invoice/cac:Delivery/cbc:ActualDeliveryTime,2,cbc:ActualDeliveryTime,Time,0..1
5420,76110,,,not,/Invoice/cac:Delivery/cbc:LatestDeliveryDate,2,cbc:LatestDeliveryDate,Date,0..1
5430,76120,,,not,/Invoice/cac:Delivery/cbc:LatestDeliveryTime,2,cbc:LatestDeliveryTime,Time,0..1
5440,76130,,,not,/Invoice/cac:Delivery/cbc:ReleaseID,2,cbc:ReleaseID,Identifier,0..1
5450,76140,,,not,/Invoice/cac:Delivery/cbc:TrackingID,2,cbc:TrackingID,Identifier,0..1
5460,76150,,,not,/Invoice/cac:Delivery/cac:DeliveryAddress,2,cac:DeliveryAddress,AddressType,0..1
5470,76540,2380,0,,/Invoice/cac:Delivery/cac:DeliveryLocation,2,cac:DeliveryLocation,LocationType,0..1
5480,76550,2390,ibt-071,,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:ID,3,cbc:ID,Identifier,0..1
5490,76560,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:Description,3,cbc:Description,Text,0..n
5500,76570,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:Conditions,3,cbc:Conditions,Text,0..n
5510,76580,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:CountrySubentity,3,cbc:CountrySubentity,Text,0..1
5520,76590,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:CountrySubentityCode,3,cbc:CountrySubentityCode,Code,0..1
5530,76600,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:LocationTypeCode,3,cbc:LocationTypeCode,Code,0..1
5540,76610,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:InformationURI,3,cbc:InformationURI,Identifier,0..1
5550,76620,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cbc:Name,3,cbc:Name,Name,0..1
5560,76630,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:ValidityPeriod,3,cac:ValidityPeriod,PeriodType,0..n
5570,76710,2410,ibg-15,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address,3,cac:Address,AddressType,0..1
5580,76720,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:ID,4,cbc:ID,Identifier,0..1
5590,76730,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AddressTypeCode,4,cbc:AddressTypeCode,Code,0..1
5600,76740,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AddressFormatCode,4,cbc:AddressFormatCode,Code,0..1
5610,76750,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:Postbox,4,cbc:Postbox,Text,0..1
5620,76760,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:Floor,4,cbc:Floor,Text,0..1
5630,76770,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:Room,4,cbc:Room,Text,0..1
5640,76780,2420,ibt-075,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName,4,cbc:StreetName,Name,0..1
5650,76790,2430,ibt-076,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName,4,cbc:AdditionalStreetName,Name,0..1
5660,76800,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:BlockName,4,cbc:BlockName,Name,0..1
5670,76810,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:BuildingName,4,cbc:BuildingName,Name,0..1
5680,76820,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:BuildingNumber,4,cbc:BuildingNumber,Text,0..1
5690,76830,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:InhouseMail,4,cbc:InhouseMail,Text,0..1
5700,76840,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:Department,4,cbc:Department,Text,0..1
5710,76850,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:MarkAttention,4,cbc:MarkAttention,Text,0..1
5720,76860,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:MarkCare,4,cbc:MarkCare,Text,0..1
5730,76870,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PlotIdentification,4,cbc:PlotIdentification,Text,0..1
5740,76880,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CitySubdivisionName,4,cbc:CitySubdivisionName,Name,0..1
5750,76890,2440,ibt-077,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName,4,cbc:CityName,Name,0..1
5760,76900,2450,ibt-078,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone,4,cbc:PostalZone,Text,0..1
5770,76910,2460,ibt-079,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentity,4,cbc:CountrySubentity,Text,0..1
5780,76920,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CountrySubentityCode,4,cbc:CountrySubentityCode,Code,0..1
5790,76930,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:Region,4,cbc:Region,Text,0..1
5800,76940,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:District,4,cbc:District,Text,0..1
5810,76950,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:TimezoneOffset,4,cbc:TimezoneOffset,Text,0..1
5820,76960,2470,0,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine,4,cac:AddressLine,AddressLineType,0..n
5830,76970,2480,ibt-165,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:AddressLine/cbc:Line,5,cbc:Line,Text,1..1
5840,76980,2490,0,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country,4,cac:Country,CountryType,0..1
5850,76990,2500,ibt-080,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode,5,cbc:IdentificationCode,Code,0..1
5860,77010,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:LocationCoordinate,4,cac:LocationCoordinate,LocationCoordinateType,0..n
5870,77100,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:SubsidiaryLocation,3,cac:SubsidiaryLocation,LocationType,0..n
5880,77110,,,not,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:LocationCoordinate,3,cac:LocationCoordinate,LocationCoordinateType,0..n
5890,77200,,,not,/Invoice/cac:Delivery/cac:AlternativeDeliveryLocation,2,cac:AlternativeDeliveryLocation,LocationType,0..1
5900,77860,,,not,/Invoice/cac:Delivery/cac:RequestedDeliveryPeriod,2,cac:RequestedDeliveryPeriod,PeriodType,0..1
5910,77940,,,not,/Invoice/cac:Delivery/cac:PromisedDeliveryPeriod,2,cac:PromisedDeliveryPeriod,PeriodType,0..1
5920,78020,,,not,/Invoice/cac:Delivery/cac:EstimatedDeliveryPeriod,2,cac:EstimatedDeliveryPeriod,PeriodType,0..1
5930,78100,,,not,/Invoice/cac:Delivery/cac:CarrierParty,2,cac:CarrierParty,PartyType,0..1
5940,81440,2510,0,,/Invoice/cac:Delivery/cac:DeliveryParty,2,cac:DeliveryParty,PartyType,0..1
5950,81530,2520,0,,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName,3,cac:PartyName,PartyNameType,0..n
5960,81540,2530,ibt-070,,/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name,4,cbc:Name,Name,1..1
5970,84780,,,not,/Invoice/cac:Delivery/cac:NotifyParty,2,cac:NotifyParty,PartyType,0..n
5980,88120,,,not,/Invoice/cac:Delivery/cac:Despatch,2,cac:Despatch,DespatchType,0..1
5990,93230,,,not,/Invoice/cac:Delivery/cac:DeliveryTerms,2,cac:DeliveryTerms,DeliveryTermsType,0..n
6000,94280,,,not,/Invoice/cac:Delivery/cac:MinimumDeliveryUnit,2,cac:MinimumDeliveryUnit,DeliveryUnitType,0..1
6010,94320,,,not,/Invoice/cac:Delivery/cac:MaximumDeliveryUnit,2,cac:MaximumDeliveryUnit,DeliveryUnitType,0..1
6020,94360,,,not,/Invoice/cac:Delivery/cac:Shipment,2,cac:Shipment,ShipmentType,0..1
6030,116920,,,not,/Invoice/cac:DeliveryTerms,1,cac:DeliveryTerms,DeliveryTermsType,0..1
6040,118700,2540,ibg-16,,/Invoice/cac:PaymentMeans,1,cac:PaymentMeans,PaymentMeansType,0..n
6050,118710,2545,ibt-178,,/Invoice/cac:PaymentMeans/cbc:ID,2,cbc:ID,Identifier,0..1
6060,118720,2550,ibt-081,,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode,2,cbc:PaymentMeansCode,Code,1..1
6070,118730,,,not,/Invoice/cac:PaymentMeans/cbc:PaymentDueDate,2,cbc:PaymentDueDate,Date,0..1
6080,118740,,,not,/Invoice/cac:PaymentMeans/cbc:PaymentChannelCode,2,cbc:PaymentChannelCode,Code,0..1
6090,118750,,,not,/Invoice/cac:PaymentMeans/cbc:InstructionID,2,cbc:InstructionID,Identifier,0..1
6100,118760,,,not,/Invoice/cac:PaymentMeans/cbc:InstructionNote,2,cbc:InstructionNote,Text,0..n
6110,118770,2570,ibt-083,,/Invoice/cac:PaymentMeans/cbc:PaymentID,2,cbc:PaymentID,Identifier,0..n
6120,118780,2630,ibg-18,,/Invoice/cac:PaymentMeans/cac:CardAccount,2,cac:CardAccount,CardAccountType,0..1
6130,118790,2640,ibt-087,,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,3,cbc:PrimaryAccountNumberID,Identifier,1..1
6140,118800,2650,0,,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:NetworkID,3,cbc:NetworkID,Identifier,1..1
6150,118810,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:CardTypeCode,3,cbc:CardTypeCode,Code,0..1
6160,118820,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:ValidityStartDate,3,cbc:ValidityStartDate,Date,0..1
6170,118830,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:ExpiryDate,3,cbc:ExpiryDate,Date,0..1
6180,118840,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:IssuerID,3,cbc:IssuerID,Identifier,0..1
6190,118850,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:IssueNumberID,3,cbc:IssueNumberID,Identifier,0..1
6200,118860,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:CV2ID,3,cbc:CV2ID,Identifier,0..1
6210,118870,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:CardChipCode,3,cbc:CardChipCode,Code,0..1
6220,118880,,,not,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:ChipApplicationID,3,cbc:ChipApplicationID,Identifier,0..1
6230,118890,2660,ibt-088,,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,3,cbc:HolderName,Name,0..1
6240,118900,,,not,/Invoice/cac:PaymentMeans/cac:PayerFinancialAccount,2,cac:PayerFinancialAccount,FinancialAccountType,0..1
6250,119360,2580,ibg-17,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,2,cac:PayeeFinancialAccount,FinancialAccountType,0..1
6260,119370,2590,ibt-084,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID,3,cbc:ID,Identifier,0..1
6270,119380,2600,ibt-085,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name,3,cbc:Name,Name,0..1
6280,119390,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:AliasName,3,cbc:AliasName,Name,0..1
6290,119400,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:AccountTypeCode,3,cbc:AccountTypeCode,Code,0..1
6300,119410,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:AccountFormatCode,3,cbc:AccountFormatCode,Code,0..1
6310,119420,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:CurrencyCode,3,cbc:CurrencyCode,Code,0..1
6320,119430,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:PaymentNote,3,cbc:PaymentNote,Text,0..n
6330,119440,2610,0,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch,3,cac:FinancialInstitutionBranch,BranchType,0..1
6340,119450,2619,ibt-086,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,4,cbc:ID,Identifier,0..1
6350,119460,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:Name,4,cbc:Name,Name,0..1
6360,119470,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:FinancialInstitution,4,cac:FinancialInstitution,FinancialInstitutionType,0..1
6370,119510,2620,ibg-34,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address,4,cac:Address,AddressType,0..1
6380,119580,2621,ibt-169,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName,5,cbc:StreetName,Name,0..1
6390,119590,2622,ibt-170,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName,5,cbc:AdditionalStreetName,Name,0..1
6400,119690,2623,ibt-171,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName,5,cbc:CityName,Name,0..1
6410,119700,2624,ibt-172,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone,5,cbc:PostalZone,Text,0..1
6420,119710,2625,ibt-173,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity,5,cbc:CountrySubentity,Text,0..1
6430,119760,2626,0,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine,5,cac:AddressLine,AddressLineType,0..n
6440,119770,2628,0,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country,5,cac:Country,CountryType,0..1
6450,119790,,,not,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:Country,3,cac:Country,CountryType,0..1
6460,119820,,,not,/Invoice/cac:PaymentMeans/cac:CreditAccount,2,cac:CreditAccount,CreditAccountType,0..1
6470,119840,2670,ibg-19,,/Invoice/cac:PaymentMeans/cac:PaymentMandate,2,cac:PaymentMandate,PaymentMandateType,0..1
6480,119850,2680,ibt-089,,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,3,cbc:ID,Identifier,0..1
6490,119860,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:MandateTypeCode,3,cbc:MandateTypeCode,Code,0..1
6500,119870,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:MaximumPaymentInstructionsNumeric,3,cbc:MaximumPaymentInstructionsNumeric,Numeric,0..1
6510,119880,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:MaximumPaidAmount,3,cbc:MaximumPaidAmount,Amount,0..1
6520,119890,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:SignatureID,3,cbc:SignatureID,Identifier,0..1
6530,119900,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerParty,3,cac:PayerParty,PartyType,0..1
6540,121160,2685,0,,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount,3,cac:PayerFinancialAccount,FinancialAccountType,0..1
6550,121170,2690,ibt-091,,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,4,cbc:ID,Identifier,0..1
6560,121180,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:Name,4,cbc:Name,Name,0..1
6570,121190,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:AliasName,4,cbc:AliasName,Name,0..1
6580,121200,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:AccountTypeCode,4,cbc:AccountTypeCode,Code,0..1
6590,121210,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:AccountFormatCode,4,cbc:AccountFormatCode,Code,0..1
6600,121220,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:CurrencyCode,4,cbc:CurrencyCode,Code,0..1
6610,121230,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:PaymentNote,4,cbc:PaymentNote,Text,0..n
6620,121240,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cac:FinancialInstitutionBranch,4,cac:FinancialInstitutionBranch,BranchType,0..1
6630,121290,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cac:Country,4,cac:Country,CountryType,0..1
6640,121320,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:ValidityPeriod,3,cac:ValidityPeriod,PeriodType,0..1
6650,121400,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PaymentReversalPeriod,3,cac:PaymentReversalPeriod,PeriodType,0..1
6660,121480,,,not,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:Clause,3,cac:Clause,ClauseType,0..n
6670,121510,,,not,/Invoice/cac:PaymentMeans/cac:TradeFinancing,2,cac:TradeFinancing,TradeFinancingType,0..1
6680,124070,2700,ibg-33,,/Invoice/cac:PaymentTerms,1,cac:PaymentTerms,PaymentTermsType,0..n
6690,124080,,,not,/Invoice/cac:PaymentTerms/cbc:ID,2,cbc:ID,Identifier,0..1
6700,124090,2712,ibt-187,,/Invoice/cac:PaymentTerms/cbc:PaymentMeansID,2,cbc:PaymentMeansID,Identifier,0..n
6710,124100,,,not,/Invoice/cac:PaymentTerms/cbc:PrepaidPaymentReferenceID,2,cbc:PrepaidPaymentReferenceID,Identifier,0..1
6720,124110,2710,ibt-020,,/Invoice/cac:PaymentTerms/cbc:Note,2,cbc:Note,Text,0..n
6730,124120,,,not,/Invoice/cac:PaymentTerms/cbc:ReferenceEventCode,2,cbc:ReferenceEventCode,Code,0..1
6740,124130,,,not,/Invoice/cac:PaymentTerms/cbc:SettlementDiscountPercent,2,cbc:SettlementDiscountPercent,Percent,0..1
6750,124140,,,not,/Invoice/cac:PaymentTerms/cbc:PenaltySurchargePercent,2,cbc:PenaltySurchargePercent,Percent,0..1
6760,124150,,,not,/Invoice/cac:PaymentTerms/cbc:PaymentPercent,2,cbc:PaymentPercent,Percent,0..1
6770,124160,2713,ibt-176,,/Invoice/cac:PaymentTerms/cbc:Amount,2,cbc:Amount,Amount,0..1
6780,124170,,,not,/Invoice/cac:PaymentTerms/cbc:SettlementDiscountAmount,2,cbc:SettlementDiscountAmount,Amount,0..1
6790,124180,,,not,/Invoice/cac:PaymentTerms/cbc:PenaltyAmount,2,cbc:PenaltyAmount,Amount,0..1
6800,124190,,,not,/Invoice/cac:PaymentTerms/cbc:PaymentTermsDetailsURI,2,cbc:PaymentTermsDetailsURI,Identifier,0..1
6810,124200,,,not,/Invoice/cac:PaymentTerms/cbc:PaymentDueDate,2,cbc:PaymentDueDate,Date,0..1
6820,124210,2714,ibt-177,,/Invoice/cac:PaymentTerms/cbc:InstallmentDueDate,2,cbc:InstallmentDueDate,Date,0..1
6830,124220,,,not,/Invoice/cac:PaymentTerms/cbc:InvoicingPartyReference,2,cbc:InvoicingPartyReference,Text,0..1
6840,124230,,,not,/Invoice/cac:PaymentTerms/cac:SettlementPeriod,2,cac:SettlementPeriod,PeriodType,0..1
6850,124310,,,not,/Invoice/cac:PaymentTerms/cac:PenaltyPeriod,2,cac:PenaltyPeriod,PeriodType,0..1
6860,124390,,,not,/Invoice/cac:PaymentTerms/cac:ExchangeRate,2,cac:ExchangeRate,ExchangeRateType,0..1
6870,125180,,,not,/Invoice/cac:PaymentTerms/cac:ValidityPeriod,2,cac:ValidityPeriod,PeriodType,0..1
6880,125260,2720,ibg-35,,/Invoice/cac:PrepaidPayment,1,cac:PrepaidPayment,PaymentType,0..n
6890,125270,2721,ibt-179,,/Invoice/cac:PrepaidPayment/cbc:ID,2,cbc:ID,Identifier,0..1
6900,125280,2722,ibt-180,,/Invoice/cac:PrepaidPayment/cbc:PaidAmount,2,cbc:PaidAmount,Amount,0..1
6910,125290,2723,ibt-181,,/Invoice/cac:PrepaidPayment/cbc:ReceivedDate,2,cbc:ReceivedDate,Date,0..1
6920,125300,,,not,/Invoice/cac:PrepaidPayment/cbc:PaidDate,2,cbc:PaidDate,Date,0..1
6930,125310,,,not,/Invoice/cac:PrepaidPayment/cbc:PaidTime,2,cbc:PaidTime,Time,0..1
6940,125320,2724,ibt-182,,/Invoice/cac:PrepaidPayment/cbc:InstructionID,2,cbc:InstructionID,Identifier,0..1
